     0.125000    0.0628319       0.0000000       0.0000000      1.00000
     0.125000     0.125664   0.00013044159  -0.00052915409     0.999596
     0.125000     0.188496   0.00052976109   0.00019285611     0.998937
     0.125000     0.251327   0.00089982973   0.00034564974     0.998542
     0.125000     0.314159    0.0013565068  -0.00047889489     0.997204
     0.125000     0.376991    0.0018011972   -0.0010446883     0.996250
     0.125000     0.439823    0.0024776585   -0.0017255868     0.994274
     0.125000     0.502655    0.0029871223   -0.0030348277     0.992686
     0.125000     0.565487    0.0038652600   -0.0036596473     0.991907
     0.125000     0.628319    0.0044487772   -0.0044876243     0.989291
     0.125000     0.691150    0.0052167775   -0.0044803245     0.988412
     0.125000     0.753982    0.0057271518   -0.0074432324     0.986447
     0.125000     0.816814    0.0062545524   -0.0086739761     0.984126
     0.125000     0.879646    0.0069314441    -0.010718703     0.982938
     0.125000     0.942478    0.0071062387    -0.011704533     0.979832
     0.125000      1.00531    0.0079440108    -0.011598075     0.978780
     0.125000      1.06814    0.0087378094    -0.011649115     0.977603
     0.125000      1.13097    0.0094611029    -0.012440783     0.975411
     0.125000      1.19381     0.010186686    -0.013088123     0.974098
     0.125000      1.25664     0.010911693    -0.014379470     0.972148
     0.125000      1.31947     0.011433505    -0.016478166     0.971259
     0.125000      1.38230     0.011831686    -0.019063932     0.969569
     0.125000      1.44513     0.012054495    -0.021458611     0.968913
     0.125000      1.50796     0.012566954    -0.022822325     0.967876
     0.125000      1.57080     0.013052757    -0.024131847     0.967278
     0.125000      1.63363     0.013748591    -0.025173154     0.966384
     0.125000      1.69646     0.014307743    -0.026496495     0.965419
     0.125000      1.75929     0.015075196    -0.027274684     0.964309
     0.125000      1.82212     0.015755403    -0.027776313     0.962932
     0.125000      1.88496     0.016492877    -0.028317726     0.962006
     0.125000      1.94779     0.017312532    -0.028000267     0.961631
     0.125000      2.01062     0.018060384    -0.029073984     0.961761
     0.125000      2.07345     0.018776360    -0.029808838     0.961501
     0.125000      2.13628     0.019034202    -0.032694185     0.961217
     0.125000      2.19911     0.019190880    -0.036600769     0.960019
     0.125000      2.26195     0.019487329    -0.039450369     0.959339
     0.125000      2.32478     0.019919917    -0.042042884     0.958088
     0.125000      2.38761     0.020710030    -0.041411524     0.957869
     0.125000      2.45044     0.021286107    -0.041875873     0.956972
     0.125000      2.51327     0.022155162    -0.040323146     0.956615
     0.125000      2.57611     0.022859736    -0.039466738     0.955475
     0.125000      2.63894     0.023934201    -0.036629386     0.955681
     0.125000      2.70177     0.024528342    -0.035997665     0.954762
     0.125000      2.76460     0.025066193    -0.036377439     0.954672
     0.125000      2.82743     0.025440464    -0.037533442     0.953695
     0.125000      2.89027     0.025712608    -0.040354313     0.953161
     0.125000      2.95310     0.026261762    -0.041416176     0.952607
     0.125000      3.01593     0.026707002    -0.043291428     0.952026
     0.125000      3.07876     0.027239359    -0.043871131     0.951508
     0.125000      3.14159     0.027816269    -0.044601499     0.951520
     0.125000      3.20442     0.028238403    -0.045652945     0.951135
     0.125000      3.26726     0.028999043    -0.045130100     0.951467
     0.125000      3.33009     0.029673492    -0.043616546     0.951067
     0.125000      3.39292     0.030318348    -0.043198238     0.950609
     0.125000      3.45575     0.030967293    -0.043033367     0.950199
     0.125000      3.51858     0.031349718    -0.044493349     0.949645
     0.125000      3.58142     0.031846237    -0.044622544     0.948987
     0.125000      3.64425     0.032250211    -0.044955695     0.948764
     0.125000      3.70708     0.032810477    -0.043911471     0.948323
     0.125000      3.76991     0.033471206    -0.042616391     0.948262
     0.125000      3.83274     0.034287148    -0.039631300     0.948025
     0.125000      3.89557     0.034897872    -0.039382762     0.947562
     0.125000      3.95841     0.035497526    -0.038378823     0.947422
     0.125000      4.02124     0.036166443    -0.038446048     0.948167
     0.125000      4.14690     0.036569417    -0.042214642     0.947733
     0.125000      4.27257     0.037046671    -0.048616513     0.949340
     0.125000      4.39823     0.037126377    -0.056249829     0.948342
     0.125000      4.52389     0.037633395    -0.059707295     0.948741
     0.125000      4.64956     0.038097493    -0.063462888     0.947412
     0.125000      4.77522     0.039130003    -0.063842924     0.948381
     0.125000      4.90088     0.039935758    -0.062338766     0.948176
     0.125000      5.02655     0.040737538    -0.061115161     0.948298
     0.125000      5.15221     0.041150492    -0.062217370     0.947159
     0.125000      5.27788     0.042236231    -0.062062559     0.949024
     0.125000      5.40354     0.043047139    -0.060283935     0.949404
     0.125000      5.52920     0.043924361    -0.058785339     0.951670
     0.125000      5.65487     0.044256061    -0.059496119     0.951771
     0.125000      5.78053     0.044822533    -0.060560735     0.953253
     0.125000      5.90619     0.045424099    -0.060704307     0.952054
     0.125000      6.03186     0.046156059    -0.059150936     0.952262
     0.125000      6.15752     0.047012035    -0.057431171     0.952868
     0.125000      6.28319     0.047820485    -0.057032675     0.955670
     0.125000      6.40885     0.048389657    -0.059676980     0.956464
     0.125000      6.53451     0.048806879    -0.058715480     0.955113
     0.125000      6.66018     0.049325719    -0.056402878     0.953395
     0.125000      6.78584     0.050031489    -0.053953168     0.954035
     0.125000      6.91150     0.050688899    -0.050018620     0.953717
     0.125000      7.03717     0.051266704    -0.046358774     0.953506
     0.125000      7.16283     0.051703982    -0.043660271     0.953320
     0.125000      7.28850     0.052306940    -0.043235092     0.955149
     0.125000      7.41416     0.052758709    -0.043168166     0.956292
     0.125000      7.53982     0.052797038    -0.041052097     0.954980
     0.125000      7.66549     0.053152652    -0.040592246     0.954893
     0.125000      7.79115     0.053522272    -0.039561425     0.954732
     0.125000      7.91681     0.054365420    -0.036287090     0.956700
     0.125000      8.04248     0.055786003    -0.032096226     0.958588
     0.125000      8.29380     0.056556728    -0.029317326     0.957945
     0.125000      8.54513     0.058246722    -0.023037473     0.959758
     0.125000      8.79646     0.058198539    -0.023464409     0.958913
     0.125000      9.04779     0.059509242    -0.021032227     0.962713
     0.125000      9.29911     0.060363961    -0.020461036     0.963037
     0.125000      9.55044     0.062214164    -0.011517368     0.968651
     0.125000      9.80177     0.063406999   -0.0068612104     0.970457
     0.250000    0.0628319       0.0000000       0.0000000      1.00000
     0.250000     0.125664   0.00016293077  -0.00026901109     0.999672
     0.250000     0.188496   0.00043093432  -0.00052313308     0.998853
     0.250000     0.251327   0.00068563684   -0.0012619635     0.998253
     0.250000     0.314159    0.0011578061   -0.0020514125     0.996981
     0.250000     0.376991    0.0015850096   -0.0029919536     0.995948
     0.250000     0.439823    0.0022173217   -0.0041901136     0.994070
     0.250000     0.502655    0.0027217065   -0.0059356545     0.992465
     0.250000     0.565487    0.0035649764   -0.0069665079     0.991671
     0.250000     0.628319    0.0040642120   -0.0089359595     0.988936
     0.250000     0.691150    0.0047411626    -0.010065204     0.988029
     0.250000     0.753982    0.0054921434    -0.011911195     0.986300
     0.250000     0.816814    0.0060835293    -0.013495714     0.983872
     0.250000     0.879646    0.0068477791    -0.015426236     0.982858
     0.250000     0.942478    0.0072360410    -0.016611192     0.979660
     0.250000      1.00531    0.0078772464    -0.017978691     0.978300
     0.250000      1.06814    0.0085047355    -0.019383857     0.976867
     0.250000      1.13097    0.0092461732    -0.020769275     0.974579
     0.250000      1.19381    0.0099370598    -0.022348570     0.973046
     0.250000      1.25664     0.010679017    -0.023898522     0.971156
     0.250000      1.31947     0.011302887    -0.025851571     0.970249
     0.250000      1.38230     0.011884077    -0.027451484     0.968734
     0.250000      1.44513     0.012329324    -0.029206338     0.968136
     0.250000      1.50796     0.012871182    -0.030663702     0.967121
     0.250000      1.57080     0.013386940    -0.032060018     0.966603
     0.250000      1.63363     0.014057929    -0.033075210     0.965378
     0.250000      1.69646     0.014675427    -0.034138719     0.964295
     0.250000      1.75929     0.015400408    -0.034727760     0.962630
     0.250000      1.82212     0.016030752    -0.035200191     0.961278
     0.250000      1.88496     0.016612216    -0.035829501     0.960133
     0.250000      1.94779     0.017203432    -0.036832134     0.959959
     0.250000      2.01062     0.017794769    -0.038233297     0.959811
     0.250000      2.07345     0.018382076    -0.039294217     0.959765
     0.250000      2.13628     0.018808228    -0.040094912     0.959550
     0.250000      2.19911     0.019289540    -0.040681486     0.959142
     0.250000      2.26195     0.019825880    -0.041053254     0.958684
     0.250000      2.32478     0.020361114    -0.041601610     0.957518
     0.250000      2.38761     0.020946984    -0.042025638     0.956487
     0.250000      2.45044     0.021408067    -0.042575597     0.954792
     0.250000      2.51327     0.021981408    -0.042753996     0.953792
     0.250000      2.57611     0.022494207    -0.042787964     0.952540
     0.250000      2.63894     0.023067312    -0.043127743     0.952380
     0.250000      2.70177     0.023526130    -0.043738798     0.951918
     0.250000      2.76460     0.024062417    -0.044682993     0.952069
     0.250000      2.82743     0.024622468    -0.045300679     0.951951
     0.250000      2.89027     0.025149632    -0.046156599     0.951967
     0.250000      2.95310     0.025642317    -0.046428791     0.951343
     0.250000      3.01593     0.026131042    -0.046420117     0.949733
     0.250000      3.07876     0.026660137    -0.045846120     0.948207
     0.250000      3.14159     0.027076170    -0.046284848     0.947274
     0.250000      3.20442     0.027544533    -0.046493165     0.947043
     0.250000      3.26726     0.028072090    -0.046883706     0.946475
     0.250000      3.33009     0.028639281    -0.046689236     0.945297
     0.250000      3.39292     0.029147635    -0.046971182     0.944387
     0.250000      3.45575     0.029627033    -0.047492925     0.944127
     0.250000      3.51858     0.030166204    -0.047373107     0.943898
     0.250000      3.58142     0.030648554    -0.047203740     0.943119
     0.250000      3.64425     0.031030288    -0.046838844     0.942243
     0.250000      3.70708     0.031353452    -0.046766586     0.941670
     0.250000      3.76991     0.031759030    -0.047300729     0.941802
     0.250000      3.83274     0.032255492    -0.047894864     0.941637
     0.250000      3.89557     0.032785806    -0.049239431     0.941523
     0.250000      3.95841     0.033281287    -0.049318207     0.941416
     0.250000      4.02124     0.033850155    -0.049551864     0.941078
     0.250000      4.14690     0.034597392    -0.049045728     0.940509
